2017-07-17 10:14:07.840 -0600	START		Running Index/Index Full Run.script
2017-07-17 10:14:07.972 -0600	Log		((DateofBirth:"2006-06-13 12:00:00 -0600", FirstName:"Bruce", Gender:"Male", LastName:"Wayne", MaritalStatus:"Single", MedicalRecordNumber:"222222", MiddleName:"Q", Prefix:"Mr", SocialSecurityNumber:"113-83-3798"),(DateofBirth:"2014-03-17 12:00:00 -0600", FirstName:"Carrie", Gender:"Female", LastName:"Underwood", MaritalStatus:"Married", MedicalRecordNumber:"333333", MiddleName:"R", Prefix:"Mrs", SocialSecurityNumber:"583-00-6387"),(DateofBirth:"2003-04-24 12:00:00 -0600", FirstName:"Wonder", Gender:"Female", LastName:"Woman", MaritalStatus:"Divorced", MedicalRecordNumber:"444444", MiddleName:"S", Prefix:"Ms", SocialSecurityNumber:"580-71-8520"),(DateofBirth:"1987-12-23 12:00:00 -0700", FirstName:"Darth", Gender:"Male", LastName:"Vader", MaritalStatus:"Widowed", MedicalRecordNumber:"555555", MiddleName:"T", Prefix:"Dr", SocialSecurityNumber:"744-85-1232"),(DateofBirth:"1981-07-30 12:00:00 -0600", FirstName:"James", Gender:"Male", LastName:"Bond", MaritalStatus:"Single", MedicalRecordNumber:"666666", MiddleName:"U", Prefix:"Dr", SocialSecurityNumber:"973-13-0224"),(DateofBirth:"1980-09-01 12:00:00 -0600", FirstName:"Homer", Gender:"Male", LastName:"Simpson", MaritalStatus:"Married", MedicalRecordNumber:"777777", MiddleName:"V", Prefix:"Mr", SocialSecurityNumber:"557-31-0655"),(DateofBirth:"1985-09-19 12:00:00 -0600", FirstName:"Optimus", Gender:"Other", LastName:"Prime", MaritalStatus:"Divorced", MedicalRecordNumber:"888888", MiddleName:"W", Prefix:"Dr", SocialSecurityNumber:"521-26-0727"),(DateofBirth:"2000-06-14 12:00:00 -0600", FirstName:"Mickey", Gender:"Male", LastName:"Mouse", MaritalStatus:"Single", MedicalRecordNumber:"999999", MiddleName:"X", Prefix:"Dr", SocialSecurityNumber:"984-56-3166"),(DateofBirth:"2000-06-14 12:00:00 -0600", FirstName:"SpongeBob", Gender:"Male", LastName:"SquarePants", MaritalStatus:"Single", MedicalRecordNumber:"101010", MiddleName:"Y", Prefix:"Mr", SocialSecurityNumber:"984-56-3166"))	3	on_index_index_full_run	Index/Index Full Run.script
2017-07-17 10:14:08.004 -0600	typetext		[windowsKey]r	3	on_login	Library/EMR.script
2017-07-17 10:14:08.842 -0600	typetext		chrome.exe[returnKey]	4	on_login	Library/EMR.script
2017-07-17 10:14:11.910 -0600	waitfor	Chrome/Refresh Icon	found at (72, 47)	5	on_login	Library/EMR.script
2017-07-17 10:14:11.936 -0600	typetext		[controlKey]l	6	on_login	Library/EMR.script
2017-07-17 10:14:13.613 -0600	typetext		http://localhost/openemr/interface/main/main_screen.php?auth=login&site=default[enter]	7	on_login	Library/EMR.script
2017-07-17 10:14:14.626 -0600	imagefound	Login/Logo	found at (524, 486)	9	on_login	Library/EMR.script
2017-07-17 10:14:15.630 -0600	Log		Login/logo was Booted 	16	on_login	Library/EMR.script
2017-07-17 10:14:15.703 -0600	typetext		admin[tab]	17	on_login	Library/EMR.script
2017-07-17 10:14:16.468 -0600	typetext		pass[enter]	18	on_login	Library/EMR.script
2017-07-17 10:14:23.542 -0600	waitfor	Chrome/Refresh Icon	found at (72, 47)	20	on_login	Library/EMR.script
2017-07-17 10:14:23.544 -0600	Log		EMR was loaded 1.068312 seconds	21	on_login	Library/EMR.script
2017-07-17 10:14:23.592 -0600	Log		(DateofBirth:"2006-06-13 12:00:00 -0600", FirstName:"Bruce", Gender:"Male", LastName:"Wayne", MaritalStatus:"Single", MedicalRecordNumber:"222222", MiddleName:"Q", Prefix:"Mr", SocialSecurityNumber:"113-83-3798")	3	on_create	Patient/New.script
2017-07-17 10:14:24.180 -0600	click	Patient/New/New Patient Button	at (43, 80)	11	on_create	Patient/New.script
2017-07-17 10:14:24.689 -0600	waitfor	Patient/New/Name	found at (378, 201)	12	on_create	Patient/New.script
2017-07-17 10:14:24.984 -0600	click		at (378, 201)	14	on_create	Patient/New.script
2017-07-17 10:14:26.292 -0600	imagefound	(TEXT:"Mr")	found at (312, 236)	15	on_create	Patient/New.script
2017-07-17 10:14:26.397 -0600	click		at (312, 236)	16	on_create	Patient/New.script
2017-07-17 10:14:27.186 -0600	typetext		[tab]Bruce[tab]	19	on_create	Patient/New.script
2017-07-17 10:14:27.916 -0600	typetext		Q[tab]	20	on_create	Patient/New.script
2017-07-17 10:14:28.698 -0600	typetext		Wayne[tab]	21	on_create	Patient/New.script
2017-07-17 10:14:29.486 -0600	typetext		222222[tab]	22	on_create	Patient/New.script
2017-07-17 10:14:29.492 -0600	Log		2006-06-13	3	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:30.760 -0600	click	Patient/DOB/DateOfBirth	at (419, 237)	11	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:31.477 -0600	moveto		at (469, 237)	12	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:32.677 -0600	moveto	Patient/DOB/YearBack	at (432, 285)	18	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:33.484 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:34.297 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:35.103 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:35.916 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:36.728 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:37.546 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:38.353 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:39.164 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:39.974 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:40.788 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:41.597 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:42.784 -0600	moveto	Patient/DOB/MonthBack	at (465, 287)	27	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:43.587 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:46.046 -0600	click	(TEXT:"13")	at (537, 363)	34	on_buttons	Modules/DOBMod.script
2017-07-17 10:14:47.384 -0600	click	Patient/New/Social Security	at (335, 260)	24	on_create	Patient/New.script
2017-07-17 10:14:48.227 -0600	typetext		113-83-3798	25	on_create	Patient/New.script
2017-07-17 10:14:49.501 -0600	click	Patient/New/MaritalStatus	at (411, 283)	27	on_create	Patient/New.script
2017-07-17 10:14:50.908 -0600	click	(TEXT:"Single")	at (322, 341)	30	on_create	Patient/New.script
2017-07-17 10:14:52.252 -0600	click	Patient/New/Sex	at (869, 232)	32	on_create	Patient/New.script
2017-07-17 10:14:52.995 -0600	typetext		[downArrow][downArrow][returnKey]	36	on_create	Patient/New.script
2017-07-17 10:14:54.325 -0600	click	Patient/New/CreateNewPatient	at (318, 529)	38	on_create	Patient/New.script
2017-07-17 10:14:55.109 -0600	imagefound	Patient/Check/OK	found at (545, 179)	2	on_check	Patient/New.script
2017-07-17 10:14:55.226 -0600	imagefound	Patient/Check/Error3	found at (278, 134)	3	on_check	Patient/New.script
2017-07-17 10:14:55.226 -0600	Log		ID Already Exist	4	on_check	Patient/New.script
2017-07-17 10:14:55.336 -0600	imagefound	Patient/Check/OK	found at (545, 179)	2	on_fix	Patient/New.script
2017-07-17 10:14:55.552 -0600	click	Patient/Check/OK	at (545, 179)	5	on_fix	Patient/New.script
2017-07-17 10:14:56.896 -0600	click	Patient/Fix/Cancel	at (72, 547)	6	on_fix	Patient/New.script
2017-07-17 10:14:58.274 -0600	doubleclick	Patient/Fix/ExternalID	at (796, 195)	7	on_fix	Patient/New.script
2017-07-17 10:14:59.003 -0600	typetext		[controlKey]c	8	on_fix	Patient/New.script
